from,to,sign
5610,7056,-1
5610,6490,-1
5610,4855,1
5610,6093,1
5610,6105,1
5610,3379,1
5610,4743,-1
5610,3800,-1
5610,5360,-1
5610,6222,-1
5610,719,1
5610,2506,-1
5610,6447,1
5610,5088,1
5610,3509,-1
5610,1191,1
5610,7554,1
5610,4662,-1
5610,3732,1
5610,2382,-1
5610,435,1
5610,2196,1
5610,6086,-1
5610,2658,-1
5610,9910,1
5610,9372,1
5610,4257,-1
5610,1615,-1
5610,1228,-1
5610,3769,1
5610,7661,-1
5610,439,-1
5610,6515,1
5610,9402,-1
5610,9733,-1
5610,8294,-1
5610,5155,-1
5610,8601,-1
5610,3740,-1
5610,1868,1
5610,5577,-1
5610,6248,-1
5610,4800,-1
5610,6593,-1
5610,1111,-1
5610,7531,-1
5610,8941,-1
5610,3403,1
5610,8235,-1
5610,6259,1
5610,150,-1
5610,142,1
5610,7577,1
5610,6239,1
5610,3566,1
5610,5410,-1
5610,260,1
5610,183,1
5610,9735,-1
5610,8276,-1
5610,8593,1
5610,2195,-1
5610,7559,1
5610,3164,-1
5610,5538,1
5610,9475,-1
5610,2229,-1
5610,8773,-1
5610,6705,1
5610,2362,-1
5610,5140,1
5610,2898,1
5610,308,-1
5610,354,1
5610,1871,-1
5610,4877,1
5610,2747,1
5610,3343,1
5610,647,1
5610,3294,-1
5610,4575,-1
5610,9679,1
5610,7614,-1
5610,3752,1
5610,8395,-1
5610,7556,-1
5610,4700,-1
5610,3503,-1
5610,8659,1
5610,5951,1
5610,8229,-1
5610,9049,-1
5610,4895,1
5610,9155,1
5610,1813,-1
5610,5850,-1
5610,5884,-1
5610,3423,-1
5610,3035,1
5610,5305,-1
5610,4529,-1
5610,441,1
5610,1204,1
5610,3871,1
5610,2775,1
5610,2396,1
5610,6914,-1
5610,3534,1
5610,6607,1
5610,10087,-1
5610,6261,-1
5610,487,-1
5610,1318,1
5610,2902,1
5610,4676,-1
5610,2318,1
5610,9770,1
5610,7341,1
5610,867,-1
5610,6998,1
5610,1876,1
5610,3647,1
5610,5796,-1
5610,9260,-1
5610,4859,-1
5610,3366,-1
5610,2416,1
5610,4108,-1
5610,9537,-1
5610,9488,1
5610,8983,-1
5610,5185,-1
5610,10061,-1
5610,6348,1
5610,1315,1
5610,2526,-1
5610,9425,-1
5610,7383,-1
5610,6560,-1
5610,6303,-1
5610,5246,1
5610,3295,1
5610,982,-1
5610,6352,-1
5610,8341,-1
5610,2502,-1
5610,6931,-1
5610,2706,1
5610,1580,1
5610,5150,1
9191,7436,1
9191,1142,-1
9191,819,1
9191,9146,1
9191,1681,1
9191,2878,-1
9191,6164,-1
9191,2153,-1
9191,2621,1
9191,9710,1
9191,3943,-1
9191,9325,-1
9191,5187,1
9191,3240,1
9191,4620,-1
9191,5084,1
9191,2949,1
9191,8998,1
9191,6014,1
9191,1723,1
9191,2007,1
9191,6016,1
9191,1958,1
9191,2591,-1
9191,5701,1
9191,5178,1
9191,9559,1
9191,2125,1
9191,3137,-1
9191,3234,1
9191,3441,1
9191,2780,1
9191,733,1
9191,2576,1
9191,6880,1
9191,4656,1
9191,4502,1
9191,5883,1
9191,6191,1
9191,1282,1
9191,1704,-1
9191,878,1
9191,5274,-1
9191,2126,1
9191,335,1
9191,3590,-1
9191,4544,-1
9191,2354,1
9191,8713,1
9191,8702,1
9191,5902,1
9191,6573,1
9191,5630,-1
9191,3216,1
9191,744,1
9191,2460,-1
9191,8340,1
9191,2272,1
9191,9668,1
9191,1105,1
9191,4667,1
9191,9114,1
9191,807,1
9191,7500,1
9191,7567,-1
9191,2372,1
9191,9457,1
9191,3894,1
9191,5487,1
9191,8658,1
9191,4485,1
9191,7321,-1
9191,4105,1
9191,7703,1
9191,1107,1
9191,7204,1
9191,7648,1
9191,8161,-1
9191,3465,1
9191,4742,1
9191,5929,1
9191,2189,1
9191,7488,-1
9191,5975,-1
9191,363,-1
9191,8110,1
9191,4131,1
9191,347,1
9191,6789,1
9191,8336,1
9191,6813,1
9191,333,1
9191,6828,1
9191,8785,1
9191,1183,1
9191,1683,1
9191,2289,1
9191,1646,1
9191,6397,-1
9191,7424,-1
9191,9042,1
9191,1940,-1
9191,1133,1
9191,2905,1
9191,6845,1
9191,6674,1
9191,3174,1
9191,1582,1
9191,2611,-1
9191,3646,1
9191,5092,1
9191,2070,1
9191,6506,1
9191,9660,1
9191,459,1
9191,2395,1
9191,4276,1
9191,6254,1
9191,5278,1
9191,7566,1
9191,7402,1
9191,5011,1
9191,3665,1
9191,2331,1
9191,4707,1
9191,9975,1
9191,501,1
9191,2540,1
9191,845,1
9191,2300,1
9191,9592,-1
9191,8574,1
9191,4839,1
9191,504,1
9191,3777,1
9191,8539,1
9191,8335,1
9191,2291,-1
9191,3999,1
9191,839,1
9191,2342,1
9191,6121,1
9191,3274,1
9191,2488,1
9191,1942,1
9191,8317,1
9191,6555,1
9191,7713,1
9191,8347,-1
9191,7621,1
9191,3551,1
9191,1179,1
9191,6572,1
9191,9502,1
9191,132,1
9191,7475,1
9191,5874,1
9191,7255,1
9191,4006,1
9191,9421,1
9191,8178,1
9191,4476,1
9191,8478,1
9191,148,1
9191,282,1
9191,3466,-1
9191,4306,1
9191,3614,1
9191,475,-1
9191,2094,-1
9191,8668,1
9191,9516,1
9191,5928,1
9191,4500,1
9191,9962,1
9191,7324,1
9191,2394,1
9191,2813,1
9191,6689,1
9191,1373,1
9191,4206,1
9191,4194,1
9191,792,1
9191,3362,-1
9191,2481,1
9191,566,1
9191,8208,1
9191,9545,-1
9191,4403,1
9191,6167,1
9191,6427,1
9191,2600,1
9191,5476,1
9191,6583,1
9191,7910,1
9191,1295,1
9191,5553,1
9191,2408,1
9191,190,-1
9191,4064,1
9191,7167,1
9191,486,1
9191,2450,1
9191,2950,1
9191,1490,1
9191,10004,1
9191,8511,1
9191,437,1
9191,4512,1
9191,2836,1
9191,4949,-1
9191,3517,1
9191,6529,1
9191,1475,1
9191,93,1
9191,4785,-1
9191,9790,1
9191,4348,1
9191,9634,1
9191,4392,1
9191,1641,1
9191,2285,1
9191,6620,1
9191,9089,1
9191,6991,1
9191,5530,-1
9191,3360,1
9191,39,1
9191,10003,1
9191,2037,1
9191,7553,1
9191,7931,1
9191,7343,1
9191,4955,1
9191,7459,1
9191,1169,1
9191,2752,1
9191,3457,1
9191,2292,1
9191,3066,1
9191,6621,1
9191,9830,-1
9191,5016,-1
9191,3065,1
9191,3886,1
9191,1517,1
9191,9035,1
9191,2982,1
9191,4484,1
9191,1923,1
9191,5785,1
9191,3687,1
9191,3089,1
9191,4846,1
9191,3756,1
9191,8568,1
9191,4307,1
9191,9750,1
9191,8846,1
9191,9534,1
9191,5405,1
9191,8669,1
9191,3378,-1
9191,169,-1
9191,6836,1
9191,5096,1
9191,7592,1
9191,8641,1
9191,2612,1
9191,4050,1
9191,163,1
9191,5914,1
9191,2470,1
9191,7097,1
9191,2221,1
9191,5862,1
9191,5569,1
9191,2066,1
9191,7022,1
9191,4339,1
9191,2712,1
9191,5706,-1
9191,1901,1
9191,342,1
9191,5854,1
9191,3621,1
9191,3101,1
9191,4850,1
9191,6099,1
9191,809,-1
9191,8502,1
9191,6324,1
9191,7929,1
9191,7135,1
9191,3605,1
9191,4165,1
9191,5174,1
9191,2602,1
9191,6969,1
9191,3420,-1
9191,3619,1
9191,1956,1
9191,1560,1
9191,6839,1
9191,7377,1
9191,5335,1
9191,3128,1
9191,8575,1
9191,6026,1
9191,8943,1
9191,7762,-1
9191,73,1
9191,5454,1
9191,7782,1
9191,5424,1
9191,5636,1
9191,5619,1
9191,1575,1
9191,205,1
9191,7519,1
9191,4399,1
9191,3863,1
9191,4998,1
9191,5757,1
9191,7486,-1
9191,6160,1
9191,8474,1
9191,8399,1
9191,4068,-1
9191,971,1
9191,6446,1
9191,4150,1
9191,7583,-1
9191,8884,1
9191,2397,1
9191,8619,1
9191,3757,1
9191,8798,1
9191,2697,1
9191,1117,1
9191,7674,1
9191,685,1
9191,5750,1
9191,6494,1
9191,9828,1
9191,8433,1
9191,4134,-1
9191,7276,1
9191,435,1
9191,7863,1
9191,6615,1
9191,9751,1
9191,9859,1
9191,7183,1
9191,8712,1
9191,4257,1
9191,2703,1
9191,553,1
9191,5129,1
9191,3606,1
9191,640,1
9191,6747,1
9191,1557,1
9191,8017,1
9191,4686,1
9191,5155,1
9191,5404,1
9191,10021,1
9191,8059,1
9191,3213,1
9191,8501,1
9191,4328,1
9191,9800,-1
9191,3942,1
9191,2657,1
9191,6593,1
9191,2204,1
9191,2390,1
9191,1435,1
9191,6783,1
9191,2411,1
9191,6328,1
9191,150,1
9191,1637,1
9191,533,1
9191,6239,1
9191,4469,1
9191,1176,-1
9191,7559,1
9191,392,1
9191,8773,1
9191,6438,1
9191,9513,1
9191,8346,1
9191,2184,1
9191,8947,1
9191,6788,1
9191,8532,1
9191,3121,1
9191,6534,1
9191,6122,1
9191,5203,1
9191,8460,-1
9191,1420,1
9191,9206,1
9191,7614,1
9191,803,-1
9191,8991,1
9191,3594,1
9191,4700,1
9191,3934,1
9191,3503,1
9191,2743,1
9191,8566,1
9191,6673,1
9191,4529,1
9191,7807,1
9191,817,1
9191,4140,1
9191,6810,1
9191,7676,1
9191,487,1
9191,2364,1
9191,2902,-1
9191,8163,1
9191,2318,1
9191,6156,1
9191,9770,1
9191,2961,1
9191,9260,1
9191,7439,1
9191,8522,1
9191,4247,1
9191,3906,1
9191,376,1
9191,7193,1
9191,4018,1
9191,3295,1
9191,8341,1
9191,3649,1
9191,4650,1
8597,8153,1
8457,8153,1
8457,4048,1
8457,8750,1
8457,2109,1
5197,5197,1
5197,188,-1
5197,673,1
4792,10062,-1
4792,8153,1
4792,8410,1
4792,1068,1
4792,8577,1
4792,6039,1
3141,2661,1
7842,8398,1
7842,6219,1
4002,6829,1
433,8153,-1
433,10058,1
433,6906,-1
433,3658,-1
433,8344,-1
433,2144,-1
433,8678,-1
433,5862,-1
433,6841,-1
6070,6070,-1
6070,9425,-1
7587,911,1
7587,7538,-1
7587,9254,1
7587,7518,1
7587,6159,1
7587,7019,1
7587,3497,1
7587,5059,1
7587,274,1
7587,4642,-1
7587,9503,1
7587,7188,1
7587,5684,-1
2592,3938,1
2592,4162,-1
2592,5398,1
2592,1958,-1
2592,330,1
2592,6891,1
2592,1406,1
2592,5172,1
2592,2576,1
2592,4055,-1
2592,1327,1
2592,5576,1
2592,4038,-1
2592,2110,1
2592,5902,1
2592,6003,-1
2592,9848,1
2592,6863,1
2592,5066,1
2592,9868,1
2592,928,1
2592,9766,1
2592,2661,1
2592,7798,1
2592,3781,1
2592,8602,1
2592,8805,1
2592,4935,1
2592,4094,1
2592,9627,1
2592,232,1
2592,3673,1
2592,6499,-1
2592,5975,1
2592,5591,-1
2592,6714,1
2592,5855,1
2592,309,1
2592,424,1
2592,8952,-1
2592,4600,1
2592,6875,1
2592,6686,1
2592,3988,1
2592,3173,1
2592,1500,-1
2592,6682,1
2592,7803,1
2592,7902,1
2592,2516,1
2592,7337,1
2592,7284,-1
2592,5145,-1
2592,7296,-1
2592,4474,1
2592,1109,-1
2592,6820,1
2592,3255,-1
2592,3792,1
2592,1263,-1
2592,5326,-1
2592,9939,1
2592,7774,1
2592,8287,1
2592,7494,1
2592,6544,1
2592,2821,1
2592,6472,1
2592,1973,-1
2592,5949,1
2592,3528,1
2592,4293,1
2592,6054,1
2592,8024,1
2592,9204,-1
2592,1458,-1
2592,7677,-1
2592,5096,1
2592,511,1
2592,678,-1
2592,2619,1
2592,3677,1
2592,6272,1
2592,7206,1
2592,1515,1
2592,4262,1
2592,5141,1
2592,1844,-1
2592,725,1
2592,9508,-1
2592,7201,1
2592,5204,1
2592,9340,1
2592,10057,1
2592,9411,-1
2592,8166,1
2592,8719,1
2592,9303,1
2592,6528,1
2592,9261,1
2592,9896,-1
2592,4592,1
2592,9957,1
2592,7271,1
2592,9904,1
2592,3637,1
2592,3269,1
2592,2596,1
2592,6081,1
2592,9873,1
2592,4083,1
2592,8375,1
2592,6447,1
2592,156,1
2592,3209,1
2592,3490,1
2592,8601,1
2592,1270,1
2592,7143,1
2592,4654,1
2592,7531,1
2592,9142,1
2592,9738,-1
2592,3930,1
2592,1457,1
2592,7577,1
2592,4976,1
2592,3566,1
2592,5676,-1
2592,5609,1
2592,9966,-1
2592,1384,-1
2592,1855,1
2592,3600,-1
2592,9621,1
2592,3908,1
2592,717,1
2592,4877,1
2592,3294,-1
2592,2029,1
2592,9131,1
2592,5250,1
2592,4859,-1
2592,5771,-1
2592,9184,1
2592,3295,1
7024,8116,-1
5939,3357,1
5939,1179,1
5939,2919,-1
5939,2514,1
5939,2411,1
5939,183,1
5939,9770,1
8940,8153,1
8940,3895,1
8940,6375,1
8940,2175,1
8940,2221,1
7578,5363,-1
7578,7585,1
7578,5274,1
7578,2540,1
7578,9262,1
7578,2712,1
7578,9800,-1
9724,5566,-1
9724,5553,-1
5644,1431,1
6796,6824,1
6796,3191,1
6796,6903,1
6796,422,1
9560,7408,-1
9560,2028,1
10079,4896,1
10079,5401,1
10079,9643,1
10079,2513,1
10079,1104,1
10079,3643,1
10079,7381,1
10079,6022,1
10079,9131,1
754,754,-1
8168,2212,1
8168,2337,-1
8168,1954,-1
8168,2649,1
8168,2924,-1
8168,8835,-1
8168,787,1
8168,8119,1
8168,8674,1
8168,2029,1
1185,1185,1
1185,3320,1
6178,7118,-1
6178,2371,-1
6178,2462,1
6178,6223,1
6178,5326,1
6178,3990,-1
6178,6211,-1
6178,166,-1
6178,9411,-1
6178,7486,-1
6178,8044,-1
5290,6551,-1
6811,3357,-1
4967,3590,1
9582,1220,-1
9582,1360,-1
9582,1805,1
9582,817,-1
9582,7258,1
8871,9423,1
8871,6208,1
8871,7861,1
8871,5106,1
8871,2843,1
8871,6630,1
8871,4693,1
8871,1068,1
8871,4043,1
8871,2649,1
8871,6472,1
8871,906,-1
8871,9841,1
8871,2506,1
8871,9985,-1
9559,6328,-1
9559,855,1
6709,5246,1
9682,1674,-1
381,4268,-1
381,1502,-1
381,4956,1
8973,9988,-1
8973,8970,1
8973,7390,-1
8973,8973,-1
8973,5828,-1
8973,3004,-1
8973,3307,1
8973,8288,-1
8973,2970,1
8973,555,1
8973,2389,-1
8973,1936,-1
8973,1189,1
8973,5884,-1
8973,9075,1
8973,5170,-1
3883,4869,1
3883,4857,1
3883,1068,-1
3883,517,-1
3883,4866,1
3883,3088,1
3883,4729,1
3883,4650,1
9203,7068,1
8292,5072,-1
8292,5772,1
4235,8540,-1
4235,5720,1
4235,5293,1
4235,1678,1
4235,6905,1
4235,6959,1
4235,2368,-1
4235,5341,1
4235,2249,-1
4235,852,-1
833,7919,1
833,3466,1
833,3855,1
833,7573,-1
5216,8386,1
5216,4711,-1
5216,10049,-1
5216,1229,1
5216,8955,-1
5216,6359,1
8485,6245,1
6242,6411,1
145,4463,1
145,415,1
145,145,1
145,9838,1
145,8000,1
145,9822,1
145,5838,1
145,1017,1
145,9001,1
145,2191,-1
145,2240,1
145,2750,1
145,5733,1
145,7550,1
145,8804,1
145,3338,1
145,9090,1
145,4704,1
145,8595,1
145,2765,-1
145,3735,-1
145,1558,1
145,10007,-1
145,2001,1
145,8820,1
145,421,1
145,5170,1
6284,9887,-1
6284,9272,1
8091,8153,1
8091,7094,-1
9358,8895,1
9838,145,-1
1629,7878,1
1629,8435,1
1629,8101,1
1629,676,1
1629,9298,1
1629,6903,1
1629,6486,1
1629,3662,1
1629,122,1
1629,828,1
1629,5397,-1
1629,7027,1
1629,8012,1
1629,163,1
1629,6093,1
1629,4999,1
1629,998,1
1629,6204,1
9099,3466,1
9099,876,1
9099,7874,1
9099,4665,1
9099,5273,1
9099,4203,-1
9099,3005,-1
4697,1571,1
4697,4703,-1
4697,737,1
4697,1153,-1
4697,10008,1
4502,1655,1
